,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,like
140,Lil Keed,Long Live Mexico,Rockstar (feat. NAV),4jFdN2CPvh6CdEGmhxKnQm,0.92,0.412,2,-9.171,0,0.506,2.17e-05,0.103,0.374,124.02,174480,4,True
141,Vinny West,DRAFT DAY,No Face No Case,3ZIc9JjtVQadMkew71IhLf,0.953,0.374,4,-11.926,0,0.39,0.0,0.27,0.525,102.998,191687,4,True
142,Ty Dolla $ign,Hottest in the City,Hottest in the City,22Fwimjd0oaL06eU7Aura4,0.747,0.67,8,-5.696,0,0.135,2.68e-05,0.1,0.377,146.858,183001,4,True
143,Meek Mill,Championships,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.0,0.252,0.544,86.003,180522,4,True
144,Rich The Kid,BOSS MAN,That's Tuff (feat. Quavo),1Su3XqfcHVhDyeqXKBgGHe,0.906,0.632,10,-4.174,0,0.198,0.0,0.084,0.339,138.009,153067,4,True
145,THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0,-7.648,0,0.0514,0.0,0.157,0.28,129.979,165978,4,True
146,Future,DS2 (Deluxe),Stick Talk,20fAoPjfYltmd3K3bO7gbt,0.729,0.672,7,-6.749,1,0.282,0.0,0.244,0.595,159.903,171333,4,True
147,Sueco the Child,fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],fast (Remix) [feat. Offset & A Boogie Wit da Hoodie],2xKQj6P0TgxBVaRiojP2s2,0.821,0.684,7,-5.931,0,0.333,1.58e-06,0.234,0.744,100.054,160063,4,True
148,Usher,Raymond v Raymond (Expanded Edition),DJ Got Us Fallin' In Love (feat. Pitbull),4356Typ82hUiFAynbLYbPn,0.663,0.861,7,-3.398,0,0.109,0.0,0.082,0.654,119.963,220800,4,True
149,Tory Lanez,The New Toronto 3,Do The Most,7n0lXKEOaFxrAU0R93fIQh,0.67,0.634,8,-6.682,1,0.294,0.0,0.0714,0.375,204.113,144098,4,True
150,Flo Rida,GDFR (feat. Sage the Gemini & Lookas) [Remixes],GDFR (feat. Sage the Gemini & Lookas) - DJ Kay Rich x Up 2 No Good Remix,3D2L5xPKcnsYFjUAAFm4AS,0.814,0.617,7,-9.735,1,0.317,1.56e-05,0.0731,0.389,96.984,174006,4,True
151,LMFAO,Sorry For Party Rocking (Deluxe Version),Sexy And I Know It,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0.0,0.191,0.795,130.021,199480,4,True
152,Britney Spears,Circus (Deluxe Version),Womanizer,4fixebDZAVToLbUCuEloa2,0.724,0.695,11,-5.226,1,0.0622,0.0,0.0889,0.235,139.0,224400,4,True
153,Bruno Mars,Versace On The Floor (Bruno Mars vs. David Guetta),Versace on the Floor (Bruno Mars vs. David Guetta),5UJshy5HDHdNEVqlJwzsQB,0.747,0.701,2,-4.902,1,0.0429,0.0,0.0712,0.589,100.012,228300,4,True
154,Pitbull,Planet Pit (Deluxe Version),International Love (feat. Chris Brown),62zFEHfAYl5kdHYOivj4BC,0.669,0.855,0,-3.035,0,0.0499,0.0,0.335,0.648,120.045,227280,4,True
155,Sean Paul,Contra La Pared,Contra La Pared,37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,2,-7.14,1,0.118,0.0,0.124,0.598,94.052,224681,4,True
156,Olly Murs,Right Place Right Time (Expanded Edition),Troublemaker (feat. Flo Rida),6s8nHXTJVqFjXE4yVZPDHR,0.762,0.863,0,-3.689,0,0.0561,0.0,0.125,0.965,106.012,185587,4,True
157,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,0.743,0.766,0,-6.375,1,0.0265,0.0,0.509,0.61,127.96,289133,4,True
158,Rihanna,Music Of The Sun,Pon de Replay,4TsmezEQVSZNNPv5RJ65Ov,0.779,0.64,7,-8.415,1,0.159,0.00077,0.101,0.498,99.019,246960,4,True
159,Darude,Before The Storm,Sandstorm - Radio Edit,24CXuh2WNpgeSYUOvz14jk,0.539,0.98,11,-8.18,0,0.0469,0.982,0.084,0.522,136.087,225373,4,True
160,DJ Antoine,Sky is the Limit (Deluxe Version),You're Ma Cherie - DJ Antoine vs Mad Mark 2k13 Radio Edit,11JZQ04PQgFIa2nBa1zoJQ,0.752,0.66,8,-4.709,1,0.258,1.42e-05,0.384,0.799,127.89,191550,4,True
161,Flo Rida,Wild Ones,I Cry,4bZd0nRuX8HyjeXAUBczvm,0.693,0.822,4,-5.441,0,0.0439,1.79e-06,0.315,0.763,126.035,223800,4,True
162,Kaskade,With You - The Remixes,With You - Dexter Remix,1nwoWaqzB30bD4IPqRNuex,0.679,0.786,1,-6.918,0,0.132,5.89e-06,0.224,0.47,126.092,196613,4,True
163,Riton,Turn Me On (feat. Vula) [Marshall Jefferson Anthem Mix],Turn Me On (feat. Vula) - Marshall Jefferson Anthem Mix,5wwYFxRblHS6eb93JARo1f,0.69,0.858,10,-4.824,0,0.0522,0.000184,0.265,0.71,119.995,208011,4,True
164,ItaloBrothers,My Life Is a Party,My Life Is a Party - Radio Edit,6h7otZE1lZfWkynZKUcCqq,0.605,0.924,1,-5.358,1,0.408,0.0,0.0743,0.197,150.037,192751,4,True
165,Scooter,God Save the Rave,God Save the Rave,6g1VQsGGteeFbJm4IEn3N4,0.438,0.926,8,-3.269,0,0.0841,1.62e-05,0.161,0.386,150.036,192000,4,True
166,Ellie Goulding,Hate Me (R3HAB Remix),Hate Me - R3HAB Remix,3iJeF2izF1QcpCgUc97BLl,0.437,0.774,8,-4.918,1,0.0554,0.0,0.133,0.329,123.125,203733,4,True
167,Taio Cruz,TY.O (International Version),Hangover,5pmL3RzOy3IvGFaSDi4hZL,0.606,0.883,3,-3.243,1,0.0423,0.0,0.0698,0.608,128.053,244907,4,True
168,Tiësto,The London Sessions,Ritual,0FEk8LwY8h4rAR63ggfhV0,0.647,0.726,3,-4.389,0,0.0552,0.0,0.0844,0.769,114.998,198996,4,True
169,Klaas,Don't Wanna Grow Up,Don't Wanna Grow Up,1ITHJfz4ikOhoXDcoPg7Nk,0.651,0.73,1,-5.133,1,0.0663,1.07e-06,0.221,0.417,119.971,175250,4,True
170,Flo Rida,Wild Ones,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4,True
171,Sean Paul,When It Comes To You (Remixes),When It Comes To You - Benny Benassi & BB Team Remix,2k4c9ZAlIYHyXiJ4i20FO7,0.789,0.893,10,-4.364,0,0.168,0.0,0.221,0.41,121.956,144073,4,True
172,Pitbull,Planet Pit (Deluxe Version),"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",4QNpBfC0zvjKqPJcyqBy9W,0.671,0.939,8,-3.206,1,0.161,0.0,0.298,0.529,129.023,252307,4,True
173,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) [Boaz van de Beatz Remix]","Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Boaz van de Beatz Remix",5GbQRYPXgTxONbGM92fxYs,0.611,0.912,1,-5.483,1,0.0873,0.00474,0.371,0.519,160.07,171280,4,True
174,Landis,3am,3am,1EvFUZbsVgYRFWzqgAsxqS,0.741,0.901,6,-4.258,0,0.0783,2.83e-05,0.109,0.672,122.008,167213,4,True
175,Mike Candys,Smile,2012 (If the World Would End) - Radio Mix,4WX7SQd1rvdZaFlnIUaSpj,0.738,0.846,9,-5.416,1,0.103,0.0,0.0946,0.398,127.975,166963,4,True
176,T-Pain,rEVOLVEr (Deluxe Version),Turn All the Lights On (feat. Ne-Yo),5Ue25r0VGvZR7vaw3iB0gZ,0.697,0.807,6,-3.049,0,0.0587,0.0,0.471,0.732,127.01,216440,4,True
177,Pitbull,Globalization,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.72,0.802,1,-5.797,1,0.0582,0.0,0.694,0.723,124.043,229360,4,True
178,Flo Rida,Wild Ones,Whistle,3bC1ahPIYt1btJzSSEyyrF,0.747,0.937,0,-5.746,1,0.0453,0.0,0.29,0.739,103.976,224653,4,True
179,Far East Movement,Free Wired,Like A G6,4DvhkX2ic4zWkQeWMwQ2qf,0.435,0.837,3,-8.126,1,0.449,0.0,0.117,0.778,124.913,216893,4,True
180,Sean Paul,Dutty Rock,Get Busy,5qTvkDrSfvwDv6RBjjcfQr,0.735,0.824,10,-4.143,0,0.036,0.0,0.158,0.726,100.202,211666,4,True
181,Timomatic,Timomatic,Set It Off,0Q91cgw4SYxKrXvTh6FRxc,0.691,0.889,0,-2.25,1,0.0558,0.0,0.166,0.868,123.972,198733,4,True
182,Ed Sheeran,Shape of You (feat. Nyla & Kranium) [Major Lazer Remix],Shape of You (feat. Nyla & Kranium) - Major Lazer Remix,1KqvRRQd3lfM0pAlkGPrgD,0.682,0.812,1,-2.691,0,0.118,0.0,0.0553,0.347,104.891,192000,4,True
183,ItaloBrothers,Summer Air,Summer Air,4zHbzMPCg3tovIILIa7dsB,0.755,0.751,8,-4.034,1,0.0748,0.0,0.0812,0.491,102.002,183587,4,True
184,Flo Rida,Only One Flo (Part 1),Club Can't Handle Me (feat. David Guetta),6ebkx7Q5tTxrCxKq4GYj0Y,0.616,0.869,0,-3.911,1,0.0327,0.0,0.064,0.473,127.966,234560,4,True
185,Scooter,Bassdrum,Bassdrum,5h1p0YgjEoJHyjvO9CcA5A,0.66,0.697,9,-5.243,0,0.105,0.0015,0.0843,0.227,160.032,175000,4,True
186,Jay Sean,All Or Nothing,Down,7LP4Es66zdY7CyjepqmvAg,0.657,0.695,2,-4.493,1,0.0321,0.0,0.0822,0.683,65.997,212107,4,True
187,Rihanna,Loud (Japan Version),Only Girl (In The World),2ENexcMEMsYk0rVJigVD3i,0.789,0.706,11,-4.233,0,0.0429,1.71e-05,0.0586,0.638,125.911,235493,4,True
188,Ava Max,Freaking Me Out (The Remixes),Freaking Me Out - Keanu Silva Remix,1t8oCJ7Wfoh6SN4ekizt3O,0.755,0.932,1,-4.104,0,0.0604,0.0263,0.0854,0.286,122.041,177466,4,True
189,Taio Cruz,Rokstarr,Break Your Heart,1CdqVF1ywD0ZO1zXtB9yWa,0.666,0.899,8,-4.676,1,0.028,0.0,0.0677,0.629,122.05,186267,4,True
190,Ellie Goulding,Worry About Me (Remixes),Worry About Me (MK Remix ft. blackbear),2zwXLqH0GyT4lcPv3dXcsF,0.695,0.859,5,-4.886,0,0.047,4.16e-05,0.146,0.778,127.956,213160,4,True
191,Lady Gaga,The Fame,Just Dance,2x7MyWybabEz6Y6wvHuwGE,0.822,0.739,1,-4.541,0,0.0311,4.26e-05,0.181,0.745,118.992,241933,4,True
192,Dua Lipa,Physical (Remixes),Physical - Ofenbach Remix,2bKkSPdLPRwEPXulBKTdGl,0.665,0.903,9,-4.933,0,0.0856,0.0132,0.292,0.537,132.013,173645,4,True
193,Mabel,Don't Call Me Up (Remixes),Don't Call Me Up - R3HAB Remix,0goj2jVaUvxQP2zsyt7Xol,0.752,0.812,6,-4.41,0,0.183,2.45e-05,0.0897,0.58,108.05,153333,4,True
194,Pitbull,Planet Pit (Deluxe Version),Rain Over Me (feat. Marc Anthony),2cZrrQMjB63c0iIugYH9zS,0.61,0.906,0,-2.117,1,0.0647,0.0,0.758,0.294,127.917,231573,4,True
195,Flo Rida,How I Feel,How I Feel,3et1SjQkOhOSUl9vzfDzlx,0.637,0.955,7,-1.691,0,0.112,0.0,0.422,0.613,127.985,169557,4,True
196,Sean Paul,The Trinity,Temperature,0k2GOhqsrxDTAbFFSdNJjT,0.951,0.6,0,-4.675,0,0.0685,0.0,0.0712,0.822,125.04,218573,4,True
197,Jason Derulo,Jason Derulo,In My Head,5BoIP8Eha5hwmRVURkC2Us,0.762,0.748,0,-4.15,0,0.033,0.0,0.348,0.851,110.009,199027,4,True
198,Flo Rida,My House,My House,6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0.0499,0.0,0.128,0.74,94.006,192191,4,True
199,Cascada,Everytime We Touch (Hardwell & Maurice West Remix),Everytime We Touch (Hardwell & Maurice West Remix),6Jgg7hrMuBzoJ0TG8tD28G,0.554,0.848,5,-4.075,0,0.0745,0.0,0.185,0.286,144.996,216441,4,True
200,FiNCH ASOZiAL,Fliesentisch Romantik,Sex & Gewalt,2QF14PLhwJZ3o5vVQt2zr2,0.934,0.534,11,-6.11,0,0.285,3.12e-06,0.0669,0.765,102.002,186442,4,True
201,LIZOT,Don't Forget,Don't Forget,4RCoF6i2UWlG2npNI6u4Q8,0.693,0.843,11,-5.211,0,0.0419,0.0,0.163,0.648,106.034,149000,4,True
202,Klaas,Mr. Saxobeat,Mr. Saxobeat,2dmZy75CTSv6BFo7IbO0eK,0.638,0.889,11,-5.276,0,0.127,0.0336,0.24,0.511,127.012,151181,4,True
203,Anstandslos & Durchgeknallt,Sophie (Harris & Ford Remix),Sophie - Harris & Ford Remix,139hBrhHusAp5B9uDdhgf0,0.425,0.944,9,-4.534,0,0.113,0.0,0.0678,0.406,121.262,163613,4,True
204,Timmy Trumpet,Dumb (Jerome Remix),Dumb - Jerome Remix,4mQbsmONp7vLePy9sh2JCx,0.624,0.808,2,-5.404,1,0.0694,0.834,0.178,0.171,141.969,182535,4,True
205,Eastblock Bitches,Virus,Virus,4YXwvMkVmoNQR4UCn2VcEr,0.656,0.871,3,-4.19,1,0.178,6.23e-05,0.101,0.317,129.036,142408,4,True
206,Die Atzen,"Atzen Musik Vol.1, 2 & 3",Atzin,1Q8AP1UZJVI2OqPkIammOn,0.702,0.752,11,-5.445,1,0.0993,0.0,0.0877,0.619,129.961,196520,4,True
207,Marc Korn,Der Mann mit dem Koks,Der Mann mit dem Koks - Radio Edit,2Bf0lqt2k5z2chqqWIBHQk,0.598,0.862,4,-5.517,0,0.0597,0.00934,0.579,0.297,144.015,176667,4,True
208,Jerome,Light,Light,5p5R0lCAfSQ8dXIHiCJxfF,0.36,0.89,8,-5.645,1,0.0383,0.252,0.146,0.0897,106.554,185916,3,True
209,257ers,Alpaka,Gravitacion,7AXWkAdnEMyn6kqblJqphH,0.791,0.74,0,-4.597,1,0.0727,0.00195,0.17,0.708,117.045,200987,4,True
210,Jebroer,Kind Eines Teufels,Kind Eines Teufels,3hLjMIIThmwtfkxFgUH2zu,0.653,0.901,1,-5.138,1,0.0522,1.52e-05,0.126,0.627,154.988,203080,4,True
211,Klaas,In My Head,In My Head,6Vrs3ELdoBn41JnXBlh243,0.552,0.849,2,-4.899,0,0.0916,0.0,0.452,0.261,137.873,164783,4,True
212,Kush Kush,I'm Blue (Club Mixes),I'm Blue - Club Mix,0P5lXk4fg0682IgDyK7GFM,0.735,0.915,0,-5.082,0,0.0475,0.000152,0.238,0.615,124.007,150000,4,True
213,LIZOT,Menage A Trois,Menage A Trois,40vCMTDaDwwpf7DyBlmgEj,0.672,0.896,10,-5.278,1,0.0657,0.00418,0.0608,0.483,123.941,168508,4,True
214,Dimitri Vegas & Like Mike,The Chase,The Chase,00JoqMc5KZFLpdrtymo6f0,0.564,0.897,5,-5.794,0,0.0814,0.674,0.0967,0.226,139.999,194571,4,True
215,Harris & Ford,Rocketship,Rocketship,2Ip9o7vSt7eXaG6xt5Xmxe,0.548,0.903,6,-6.231,0,0.0409,0.12,0.227,0.203,135.005,151989,4,True
216,FiNCH ASOZiAL,Finchi's Love Tape,Rave Religion (feat. Little Big),0npfbfNxvDL4fZ3flLWZQL,0.594,0.787,5,-5.675,0,0.223,0.0,0.0324,0.582,174.998,182520,4,True
217,VIZE,Thank You [Not So Bad],Thank You [Not So Bad],4AqN8IdKCfItCSbuaFch81,0.656,0.89,5,-4.981,0,0.187,1.99e-06,0.101,0.268,100.037,197963,4,True
218,FiNCH ASOZiAL,Am richtigsten Saufen,Am richtigsten Saufen,5dguvX1mI0izMZhc1a12iK,0.796,0.824,9,-4.521,0,0.306,0.0,0.138,0.468,105.186,138853,4,True
219,LIZOT,Candlelight,Candlelight,5QnE8WFS4D8sn6nVKqHCq6,0.624,0.952,0,-5.448,1,0.08,0.0114,0.437,0.332,140.188,150773,4,True
220,King Orgasmus One,Emma,Emma,2yRytG8lL0CCX0PWtDWEyB,0.688,0.891,7,-2.322,1,0.278,0.0,0.0574,0.304,160.015,169687,4,True
221,Die Atzen,BALLERN,BALLERN,264NgKAWb7Q9PwWXtvguaD,0.731,0.912,11,-5.04,1,0.0397,4.78e-05,0.247,0.255,124.986,145893,4,True
222,le Shuuk,Sandmann,Sandmann,7AO4SbDUqGQ3vY6SQYEFRZ,0.589,0.871,2,-6.543,1,0.0814,0.00573,0.802,0.248,149.963,204800,4,True
223,Alligatoah,Monet,Monet,2vS1HmVoOpvWeFKf7HnWdJ,0.852,0.795,7,-4.142,1,0.0862,0.0,0.192,0.931,97.029,186299,4,True
224,Harris & Ford,"Freitag, Samstag","Freitag, Samstag",35WEFAhw47XLju1gu40cjT,0.638,0.961,10,-3.828,0,0.121,0.00559,0.0663,0.353,138.034,156356,4,True
225,Robin Schulz,In Your Eyes (feat. Alida) [LUM!X Remix],In Your Eyes (feat. Alida) - LUM!X Remix,4sDsOUcpA53YU5HZ8A3VZT,0.692,0.777,6,-5.472,1,0.19,3.03e-05,0.176,0.694,128.017,203906,4,True
226,FiNCH ASOZiAL,Dorfdisko,Kurzurlaub,6qbNwbPSzkf19fzUjsli7D,0.831,0.697,4,-5.263,0,0.208,1.18e-05,0.173,0.881,120.066,224145,4,True
227,Mehnersmoos,Alkonüme Hühner,Alkonüme Hühner,2AmeoUxnyBlsWnlV8cjMWr,0.81,0.717,11,-5.043,0,0.333,0.0,0.35,0.891,163.911,195000,4,True
228,Klaas,Fighter (Mazza & Tenashar Remix),Fighter - Mazza & Tenashar Remix,5Mev60HVM2oDbT3Shm5J9C,0.5,0.897,6,-3.752,0,0.0651,0.0,0.0918,0.413,149.941,209200,4,True
229,Jebroer,Jebroer 4 Life,Engeltje,2JXu6sJxvmlruASa9oiyMG,0.667,0.879,5,-6.314,1,0.0394,0.000538,0.0882,0.351,154.986,181360,4,True
230,Kush Kush,Blacklight,Blacklight,04k9VAadkf8nVcofogwUSj,0.848,0.58,9,-5.409,0,0.0853,0.0537,0.0911,0.348,96.981,166500,4,True
231,Younotus,Narcotic Remixes,Narcotic - Dimitri Vegas & Like Mike vs Ummet Ozcan Remix,6iLbgkOew6ZJ6BBSXtUYEJ,0.586,0.867,5,-5.233,0,0.0577,0.496,0.0751,0.284,127.913,203827,4,True
232,Klaas,Calavera,Calavera - Original Mix,2j7PJUKnmv3oZDI5S6k7Yg,0.815,0.928,3,-2.324,0,0.0488,0.0355,0.122,0.495,128.01,304219,4,True
233,VIZE,Dolly Song (Devil's Cup),Dolly Song (Devil's Cup),530sGWWlefN6YmGtBOPPME,0.815,0.872,9,-4.243,1,0.111,0.0,0.109,0.512,115.028,157946,4,True
234,LIZOT,Boom Boom Boom Boom,Boom Boom Boom Boom,2mWsc7kD2lpFtMNndPEMOH,0.832,0.877,6,-4.618,0,0.0564,0.000341,0.232,0.679,124.005,128525,4,True
235,FiNCH ASOZiAL,Finchi's Love Tape,Wonderland,3FQxU4Cvvo7zTaN9HE9sfZ,0.608,0.894,6,-4.543,0,0.0701,0.000459,0.0775,0.268,170.069,199053,4,True
236,Jerome,Take My Hand,Take My Hand,3PshEpasqRF5ALO7NX3Guc,0.797,0.782,0,-4.024,0,0.0894,0.0,0.0848,0.345,134.999,162667,4,True
237,257ers,Abrakadabra,Sexdisko,1vxWUnpniZGDz3H9bjMje6,0.914,0.828,5,-6.701,0,0.168,3.65e-06,0.131,0.0883,133.057,146360,5,True
238,SDP,Die Unendlichste Geschichte,Viva la Dealer,2vuFdbSOLje3khV4rLSEpm,0.795,0.806,0,-4.516,1,0.138,0.0,0.117,0.652,96.032,230361,4,True
239,Klaas,Ok Without You,Ok Without You,7GvzyeeBMoDlC9OziuPMQQ,0.665,0.787,6,-6.026,0,0.099,0.000428,0.539,0.252,124.989,170880,4,True
240,Die Atzen,Alles Baba,Alles Baba,1a9tCrV08SlJHPNSYGvuw7,0.704,0.908,6,-3.62,1,0.135,0.000525,0.11,0.65,159.992,174093,4,True
241,Harris & Ford,Mutter,Mutter,3HHjFGHCT8sxM5i6oNcoFx,0.513,0.87,9,-6.57,1,0.0484,0.000102,0.0871,0.489,155.027,163500,3,True
242,Da Tweekaz,Moskau,Moskau,7seOXBlflZC8UR8bNi27u2,0.504,0.949,5,-3.303,0,0.0498,0.00352,0.153,0.49,150.027,215384,4,True
243,LIZOT,Back To Her,Back To Her,24sUvUBulpH4prnaivgj6L,0.679,0.751,5,-4.315,0,0.0448,1.97e-05,0.299,0.466,124.05,162581,4,True
244,FiNCH ASOZiAL,Dorfdisko,Abfahrt,7sIQ5eF9ZmZY6lGGwZKaP9,0.638,0.98,7,-4.149,1,0.171,0.000182,0.171,0.219,163.932,206945,4,True
245,HVME,Goosebumps,Goosebumps,20McUFi8KCIVdNDLrkTDuZ,0.767,0.659,1,-7.429,1,0.0444,0.0,0.13,0.439,124.946,163208,4,True
246,Mike Candys,Coco Jamboo,Coco Jamboo,6VSTojwGCJyOOW1ja1LlL4,0.832,0.809,9,-3.856,1,0.0975,0.0,0.272,0.739,104.967,189714,4,True
247,FiNCH ASOZiAL,Dorfdisko,Eskalation,09yuYbZhAQslSthZYp87Tu,0.747,0.799,4,-4.322,0,0.227,5.01e-06,0.0808,0.377,150.077,201553,4,True
248,Sam Feldt,Far Away From Home (feat. Leony),Far Away From Home (feat. Leony),0Y9qJSwdV2LvPnFmAbNIc8,0.595,0.752,0,-5.232,1,0.097,0.0,0.105,0.758,199.971,163200,4,True
249,Tim Toupet,Inselverbot,Inselverbot,5fpdBBvASqpbWluJPNGlBh,0.703,0.967,1,-2.593,1,0.0661,0.0,0.34,0.846,138.009,184745,4,True
250,Zeds Dead,Where The Wild Things Are,Where The Wild Things Are,4EwSqnjnXCG7NqY08RRSKq,0.344,0.672,6,-5.888,0,0.0586,1.04e-06,0.196,0.133,164.197,299240,4,True
251,ILLENIUM,Awake,Fractures,4G3IXyVRxSx5lLhUvv3fu3,0.41,0.711,4,-3.064,1,0.0432,0.00179,0.139,0.266,159.837,245250,4,True
252,Travis Scott,SICKO MODE (Skrillex Remix),SICKO MODE - Skrillex Remix,0u695M7KyzXaPIjpEbxOkB,0.651,0.833,1,-3.356,1,0.172,0.0,0.14,0.443,155.051,304512,4,True
253,ILLENIUM,Awake,Feel Good,0e0UxWGgjXoYAYUFhJgwji,0.625,0.707,2,-4.761,1,0.0337,0.0,0.213,0.479,138.064,248156,4,True
254,Excision,Apex,Gold (Stupid Love),1dlJQt9NLH5iFCIeiVz5lX,0.363,0.735,1,-3.857,1,0.0428,0.000119,0.13,0.0721,145.556,295890,4,True
255,David Guetta,Don't Leave Me Alone (feat. Anne-Marie) [Remixes],Don't Leave Me Alone (feat. Anne-Marie) - R3HAB Remix,7fGn1cjdKNcXtwnPoiiGsN,0.618,0.949,4,-2.697,0,0.0903,2.99e-06,0.488,0.293,127.961,182461,4,True
256,Deorro,Bring It Back,Bring It Back,3On0xk67ckVLs1qEpTF8mY,0.762,0.904,5,-4.064,1,0.0862,0.841,0.436,0.518,127.962,165000,4,True
257,Martin Garrix,Ocean (feat. Khalid) [David Guetta Remix],Ocean (feat. Khalid) - David Guetta Remix,2Ceq5Ty6rJqazoZIWyS0Vc,0.609,0.824,0,-8.251,0,0.0795,2.88e-05,0.134,0.36,127.072,195833,4,True
258,David Guetta,Nothing but the Beat 2.0,Titanium (feat. Sia),0lHAMNU8RGiIObScrsRgmP,0.604,0.788,0,-3.673,0,0.103,0.153,0.127,0.301,126.06,245040,4,True
259,ILLENIUM,Awake,Crawl Outta Love,0q7oMII7kWTj1ZSX6GT6LU,0.376,0.723,7,-2.951,1,0.046,0.0,0.0815,0.167,84.146,242012,4,True
260,Zeds Dead,Northern Lights,Frontlines,0c8X4ApJu6CNEXoIb5VKMo,0.407,0.925,11,-4.155,0,0.0747,0.0025,0.192,0.119,151.993,214733,4,True
261,ILLENIUM,Awake,Sound of Walking Away,5WggjuxMubr94bo33Aan4K,0.345,0.79,2,-2.761,1,0.065,0.000165,0.101,0.208,179.849,253333,4,True
262,Ghastly,We Might Fall,We Might Fall,3KrnkTF84wu0KF3vqVYgEh,0.326,0.759,7,-5.019,1,0.0599,0.000878,0.0804,0.0797,154.555,180000,4,True
263,Excision,Apex,Home,0AuFxpp4TJyybt9vv5fUnQ,0.38,0.799,1,-2.473,1,0.0604,1.05e-05,0.101,0.181,75.588,237417,4,True
264,Ghastly,The Mystifying Oracle,LSD,41Zl6ylPqRfIMTrvPAMa76,0.327,0.945,8,-2.698,0,0.202,0.115,0.43,0.14,154.773,260129,4,True
265,San Holo,Light,Light,6jq6rcOikCZAmjliAgAmfT,0.57,0.763,1,-4.137,1,0.0573,2.49e-06,0.0932,0.43,150.088,239853,4,True
266,R3HAB,BAD!,BAD!,7IMGshuSNOXHgmboboPpIH,0.701,0.816,8,-5.95,1,0.0608,7.79e-05,0.153,0.316,125.068,173040,4,True
267,Nurko,Million Birds (Gidexen Remix),Million Birds (Gidexen Remix),6ZfvGMkIVOYcE0p4OxBa6d,0.513,0.529,3,-7.109,0,0.0429,0.0,0.0544,0.158,153.022,203922,4,True
268,Jai Wolf,Indian Summer,Indian Summer,42nkVBjWYVhiijbof5zySm,0.507,0.824,6,-2.501,1,0.0526,0.0451,0.0848,0.0394,84.992,248471,4,True
269,David Guetta,Like I Do,Like I Do,6RnkFd8Fqqgk1Uni8RgqCQ,0.635,0.9,0,-3.719,0,0.0377,0.0145,0.37,0.15,127.978,202500,4,True
270,Zeds Dead,Stars Tonight,Stars Tonight,7qEb82neL4upEhMUrkljpa,0.645,0.875,8,-5.481,0,0.0936,0.847,0.193,0.519,155.109,173427,4,True
271,Cheat Codes,No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),5lNuqFVMca4vPupY10cH0J,0.739,0.619,10,-6.669,1,0.162,0.0,0.105,0.58,112.961,222787,4,True
272,Gala,Come Into My Life (The Album),Freed From Desire,3u5N55tHf7hXATSQrjBh2q,0.704,0.861,2,-4.221,0,0.0493,0.0615,0.0992,0.636,128.99,213394,4,True
273,R3HAB,All Around The World (La La La),All Around The World (La La La),1D2Aldrksl9yWWCIPOeDzy,0.733,0.859,9,-5.03,0,0.033,0.0645,0.105,0.52,124.948,147840,4,True
274,Excision,Virus,Drowning,5W2QbqmtfXiz7US9DCl48l,0.304,0.742,5,-2.261,0,0.0357,0.865,0.336,0.167,139.958,229714,4,True
275,Kodak Black,ZEZE (feat. Travis Scott & Offset),ZEZE (feat. Travis Scott & Offset),7l3E7lcozEodtVsSTCkcaA,0.861,0.637,8,-5.692,0,0.24,3.35e-06,0.0967,0.474,98.044,228654,4,True
276,Lil Baby,Drip Too Hard,Drip Too Hard,1BxkZE73h9BN3qwuA15TA3,0.9,0.653,1,-6.962,0,0.289,0.0,0.528,0.399,112.503,145603,4,True
277,Travis Scott,ASTROWORLD,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0.0,0.124,0.446,155.008,312820,4,True
278,Sheck Wes,Mo Bamba,Mo Bamba,3QybPutx0Tjk472bBKjNWn,0.738,0.629,6,-4.882,0,0.0495,0.00114,0.163,0.319,146.067,180898,4,True
279,Flipp Dinero,Leave Me Alone,Leave Me Alone,5vDvBD3ReINP8dXUplj477,0.792,0.743,7,-2.806,1,0.0851,0.0,0.183,0.742,150.024,195637,4,True
